id_kol,nama_lengkap,username,sosial_media,jenis_kol,jumlah_followers,link_media_sosial,alamat_kol,ctr_%,engagement_rate_%,avg_likes,avg_comments,conversion_rate_%,roi_%,estimated_price_per_post_idr,partner
841748311657352,Lina,kol-lina,tiktok,tiktok-kol,1164826,https://www.tiktok.com/@lina,Jayapura,0.62,11.79,150185,7703,2.3,577.7,57655388,partner exclusif
733296400473109,Rina Siska,kol-rinasiska,facebook,fb-kol,595718,https://www.facebook.com/rinasiska,Bengkulu,6.66,13.01,57667,4226,2.07,493.0,239066637,partner exclusif
248351224576656,Meli Kurnia,kol-melikurnia,facebook,fb-kol,1116420,https://www.facebook.com/melikurnia,Banten,5.13,13.75,67721,2523,1.57,44.23,297415038,partner exclusif
724337750016626,Siti Hartono,kol-sitihartono,instagram,ig-kol,919519,https://www.instagram.com/sitihartono,Makassar,4.28,2.88,13628,810,0.36,439.4,41458905,partner exclusif
450321230713758,Ria Putra,kol-riaputra,tiktok,tiktok-kol,176617,https://www.tiktok.com/@riaputra,Pontianak,1.45,6.56,7260,441,2.44,393.62,49383261,partner exclusif
491946341440872,Dewi Prasetyo,kol-dewiprasetyo,tiktok,tiktok-kol,7520,https://www.tiktok.com/@dewiprasetyo,Bogor,5.57,1.35,66,3,2.03,376.89,1714314,partner exclusif
676174774956686,Rian Pandu,kol-rianpandu,tiktok,tiktok-kol,787773,https://www.tiktok.com/@rianpandu,Yogyakarta,4.26,10.97,91185,6283,1.19,70.8,130909492,partner exclusif
690535970951659,Naufal Hermawan,kol-naufalhermawan,facebook,fb-kol,2007,https://www.facebook.com/naufalhermawan,Semarang,3.37,1.03,17,1,2.27,15.27,1704088,partner exclusif
937606335328961,Rina,kol-rina,facebook,fb-kol,231,https://www.facebook.com/rina,Denpasar,7.79,0.78,2,0,2.63,358.08,240787,influencer
787656433129421,Satria,kol-satria,instagram,ig-kol,1452418,https://www.instagram.com/satria,Depok,8.41,6.0,76342,5823,1.55,213.54,201349506,partner exclusif
878144624274538,Irfan Hadi,kol-irfanhadi,facebook,fb-kol,390729,https://www.facebook.com/irfanhadi,Yogyakarta,10.62,0.76,1988,131,0.66,213.57,112105808,partner exclusif
143975101458098,Farah,kol-farah,facebook,fb-kol,1714372,https://www.facebook.com/farah,Pekanbaru,5.59,4.37,52855,2730,4.83,486.47,99302145,partner exclusif
812861740028575,Grace Pratama,kol-gracepratama,instagram,ig-kol,14426,https://www.instagram.com/gracepratama,Samarinda,2.91,14.92,1507,33,4.65,500.29,24809061,partner exclusif
521462460905595,Hadi Sari,kol-hadisari,tiktok,tiktok-kol,160,https://www.tiktok.com/@hadisari,Mamuju,5.1,11.95,15,0,4.53,349.98,58616,influencer
158174668074201,Erna,kol-erna,instagram,ig-kol,1233,https://www.instagram.com/erna,Depok,0.29,11.87,99,6,3.15,458.33,1894684,partner exclusif
844493163720449,Joko,kol-joko,facebook,fb-kol,10867,https://www.facebook.com/joko,Bogor,0.54,9.77,668,48,0.25,386.55,12167628,partner exclusif
929906386916700,Rizky Wijaya,kol-rizkywijaya,tiktok,tiktok-kol,2573,https://www.tiktok.com/@rizkywijaya,Tarakan,3.62,6.8,170,5,2.23,257.22,1978740,partner exclusif
621743522492941,Yuli Hasan,kol-yulihasan,tiktok,tiktok-kol,40043,https://www.tiktok.com/@yulihasan,BandaAceh,8.18,14.24,3978,262,2.87,308.27,16355806,partner exclusif
879675121705385,Naufal Hartono,kol-naufalhartono,instagram,ig-kol,1946505,https://www.instagram.com/naufalhartono,Kupang,9.75,14.52,336123,20191,3.55,321.0,180887060,partner exclusif
487619490111373,Rian Hartono,kol-rianhartono,facebook,fb-kol,11449,https://www.facebook.com/rianhartono,Binjai,4.99,6.26,616,17,1.59,25.98,18630768,partner exclusif
676858006567464,Erna Wibowo,kol-ernawibowo,facebook,fb-kol,1298067,https://www.facebook.com/ernawibowo,Bekasi,3.37,9.45,109363,2800,3.21,346.92,107782416,partner exclusif
839337512141098,Siska,kol-siska,facebook,fb-kol,5580,https://www.facebook.com/siska,BandaAceh,5.5,10.39,305,14,2.33,190.92,1102590,partner exclusif
134250258620112,Nina,kol-nina,instagram,ig-kol,1037751,https://www.instagram.com/nina,Surabaya,8.68,3.01,16476,1314,2.34,525.03,292023633,partner exclusif
719373971550134,Tasya Pratama,kol-tasyapratama,instagram,ig-kol,166,https://www.instagram.com/tasyapratama,Tarakan,6.79,5.57,6,0,2.26,320.91,482700,influencer
554031438865269,Maya,kol-maya,instagram,ig-kol,1013549,https://www.instagram.com/maya,Probolinggo,3.89,6.02,54499,3845,2.97,294.54,298650673,partner exclusif
131647987012365,Rendy Sulaiman,kol-rendysulaiman,tiktok,tiktok-kol,17978,https://www.tiktok.com/@rendysulaiman,Malang,8.68,11.66,1476,102,1.22,334.99,6687481,partner exclusif
629222733972163,Fitri,kol-fitri,facebook,fb-kol,3340,https://www.facebook.com/fitri,Padang,9.29,10.87,332,20,3.05,99.2,1533976,partner exclusif
352172092213461,Dina Yuliana,kol-dinayuliana,tiktok,tiktok-kol,1775,https://www.tiktok.com/@dinayuliana,Probolinggo,3.52,10.77,129,6,1.29,277.03,1347534,partner exclusif
579918199349998,Made,kol-made,instagram,ig-kol,11312,https://www.instagram.com/made,Pontianak,2.47,14.47,1075,63,4.54,35.47,22264718,partner exclusif
242177571888506,Irfan Joko,kol-irfanjoko,instagram,ig-kol,8998,https://www.instagram.com/irfanjoko,Samarinda,7.73,7.96,796,22,2.53,149.16,972474,partner exclusif
113458731926211,Bayu,kol-bayu,tiktok,tiktok-kol,1323,https://www.tiktok.com/@bayu,Balikpapan,2.9,11.36,175,7,3.62,-12.91,2008070,partner exclusif
918925184674840,Vina,kol-vina,facebook,fb-kol,281452,https://www.facebook.com/vina,Semarang,9.92,11.48,30510,1701,3.94,305.81,219231772,partner exclusif
475089421167938,Pandu Hasan,kol-panduhasan,tiktok,tiktok-kol,25316,https://www.tiktok.com/@panduhasan,Bandung,8.11,4.76,503,18,0.03,115.1,5450464,partner exclusif
720026558232971,Erna,kol-erna,tiktok,tiktok-kol,86386,https://www.tiktok.com/@erna,Depok,7.98,8.18,6521,266,0.9,313.1,20745011,partner exclusif
457719295578289,Ria,kol-ria,tiktok,tiktok-kol,1084,https://www.tiktok.com/@ria,Tasikmalaya,0.9,8.99,74,4,4.36,131.74,685542,partner exclusif
341374837895951,Made Pratama,kol-madepratama,facebook,fb-kol,1201197,https://www.facebook.com/madepratama,Binjai,10.57,13.69,148130,6759,2.48,582.82,229630834,partner exclusif
277548390991942,Hendra Firmansyah,kol-hendrafirmansyah,tiktok,tiktok-kol,925811,https://www.tiktok.com/@hendrafirmansyah,Semarang,10.18,1.57,14240,448,1.35,397.68,46231931,partner exclusif
934521295413384,Lukman,kol-lukman,instagram,ig-kol,4337,https://www.instagram.com/lukman,BandaAceh,6.45,5.52,146,7,2.49,41.14,2469185,partner exclusif
580800160124069,Lia,kol-lia,facebook,fb-kol,57537,https://www.facebook.com/lia,Medan,5.94,2.69,1603,48,3.6,282.76,21191094,partner exclusif
101158233459268,Meli Mega,kol-melimega,instagram,ig-kol,112,https://www.instagram.com/melimega,Yogyakarta,6.4,4.27,6,0,4.07,397.9,472664,influencer
929652962561802,Rian Utama,kol-rianutama,facebook,fb-kol,11151,https://www.facebook.com/rianutama,Binjai,7.68,10.6,551,39,3.23,185.39,6199812,partner exclusif
590483793702943,Hadi,kol-hadi,tiktok,tiktok-kol,1937,https://www.tiktok.com/@hadi,Makassar,6.81,8.59,180,11,2.71,217.98,1086995,partner exclusif
310332114540305,Vina Hasan,kol-vinahasan,facebook,fb-kol,4312,https://www.facebook.com/vinahasan,Cirebon,9.29,4.57,118,3,1.35,215.6,1147084,partner exclusif
234044402265113,Erna Sari,kol-ernasari,instagram,ig-kol,4655,https://www.instagram.com/ernasari,Bekasi,1.11,13.54,709,56,2.86,85.14,2096905,partner exclusif
399264523831555,Putri,kol-putri,instagram,ig-kol,7824,https://www.instagram.com/putri,Jayapura,5.22,12.39,893,50,1.51,353.99,1342432,partner exclusif
314345559840978,Rendy,kol-rendy,instagram,ig-kol,269693,https://www.instagram.com/rendy,Balikpapan,9.99,1.22,3548,240,3.37,66.29,187582039,partner exclusif
102756234661942,Ahmad,kol-ahmad,instagram,ig-kol,519,https://www.instagram.com/ahmad,Palu,7.39,8.54,41,2,4.83,185.59,467454,influencer
381866192115924,Ahmad,kol-ahmad,instagram,ig-kol,2195,https://www.instagram.com/ahmad,Semarang,5.52,3.26,56,3,2.2,411.99,1837603,partner exclusif
181342856565386,Dedi,kol-dedi,tiktok,tiktok-kol,148433,https://www.tiktok.com/@dedi,Kendari,10.61,6.85,7561,153,1.08,152.57,58588656,partner exclusif
266695413403018,Grace Maya,kol-gracemaya,instagram,ig-kol,321,https://www.instagram.com/gracemaya,Palu,3.73,2.91,9,0,2.1,65.48,251174,influencer
674552595774247,Vina,kol-vina,instagram,ig-kol,12645,https://www.instagram.com/vina,Sorong,1.08,0.66,84,3,1.38,313.32,8644156,partner exclusif
611220325372289,Irfan Hendra,kol-irfanhendra,instagram,ig-kol,510912,https://www.instagram.com/irfanhendra,Tarakan,1.14,13.01,32830,2256,1.06,437.32,213243498,partner exclusif
266307747684458,Bayu,kol-bayu,tiktok,tiktok-kol,1856577,https://www.tiktok.com/@bayu,Batam,10.42,2.08,42203,1476,3.56,493.66,235829608,partner exclusif
518787068091494,Rendy,kol-rendy,facebook,fb-kol,3473,https://www.facebook.com/rendy,Samarinda,0.85,8.11,162,7,1.07,146.49,1689475,partner exclusif
400205540318642,Gilang Andi,kol-gilangandi,instagram,ig-kol,252,https://www.instagram.com/gilangandi,Pontianak,4.39,1.42,3,0,0.27,367.87,430626,influencer
647614680175393,Rendy Kurniawan,kol-rendykurniawan,instagram,ig-kol,389,https://www.instagram.com/rendykurniawan,Tarakan,9.3,11.35,22,2,0.72,308.92,54443,influencer
557208941455999,Fikri Setiawan,kol-fikrisetiawan,tiktok,tiktok-kol,23998,https://www.tiktok.com/@fikrisetiawan,Banten,7.24,9.19,2257,139,4.24,388.21,13121672,partner exclusif
993277446510099,Lukman,kol-lukman,instagram,ig-kol,22382,https://www.instagram.com/lukman,Bandung,2.16,7.17,1910,47,2.94,-11.45,10239131,partner exclusif
916066101043582,Rizky Hasan,kol-rizkyhasan,facebook,fb-kol,191712,https://www.facebook.com/rizkyhasan,Makassar,7.83,9.72,12078,559,4.77,127.96,156254071,partner exclusif
534532157250824,Maya,kol-maya,facebook,fb-kol,649376,https://www.facebook.com/maya,Batam,9.28,0.63,4278,155,0.33,421.64,66376658,partner exclusif
616025048873043,Grace Ruslan,kol-graceruslan,tiktok,tiktok-kol,23872,https://www.tiktok.com/@graceruslan,Semarang,10.98,11.16,1959,77,2.09,426.58,12101906,partner exclusif
142388906871524,Indah,kol-indah,tiktok,tiktok-kol,9894,https://www.tiktok.com/@indah,Tangerang,7.14,7.5,755,24,4.5,451.5,1528136,partner exclusif
805492238773202,Bayu Andi,kol-bayuandi,tiktok,tiktok-kol,723203,https://www.tiktok.com/@bayuandi,Mamuju,6.29,10.57,53356,4187,0.43,39.26,96679700,partner exclusif
837628179302819,Bayu Hermawan,kol-bayuhermawan,instagram,ig-kol,2242,https://www.instagram.com/bayuhermawan,Bekasi,1.54,5.5,125,6,2.32,508.54,879252,partner exclusif
790590916808819,Mega,kol-mega,instagram,ig-kol,274,https://www.instagram.com/mega,Denpasar,9.55,2.0,2,0,1.12,102.84,260020,influencer
666484034672950,Dedi,kol-dedi,facebook,fb-kol,4999,https://www.facebook.com/dedi,Bandung,0.45,10.31,277,9,0.94,153.51,1123405,partner exclusif
843521225777959,Ayuni,kol-ayuni,instagram,ig-kol,3018,https://www.instagram.com/ayuni,Medan,6.83,4.96,92,2,2.99,-1.83,1678317,partner exclusif
298895100604368,Yuli,kol-yuli,tiktok,tiktok-kol,572,https://www.tiktok.com/@yuli,Kendari,7.15,12.13,66,5,0.15,414.35,347612,influencer
765339746437586,Clara Suryani,kol-clarasuryani,instagram,ig-kol,180,https://www.instagram.com/clarasuryani,Denpasar,1.86,10.63,10,0,2.64,206.23,88027,influencer
238661430336986,Nina,kol-nina,instagram,ig-kol,2088,https://www.instagram.com/nina,Bandung,8.29,2.08,43,3,4.74,222.79,2880195,partner exclusif
535148661082390,Ria Wibowo,kol-riawibowo,tiktok,tiktok-kol,95801,https://www.tiktok.com/@riawibowo,Bengkulu,4.27,11.85,11084,254,2.2,240.19,8581391,partner exclusif
640394595620354,Gilang Prasetyo,kol-gilangprasetyo,tiktok,tiktok-kol,22535,https://www.tiktok.com/@gilangprasetyo,Bekasi,10.79,1.58,312,18,2.42,-0.78,24932357,partner exclusif
334605183424220,Kurniawan Setiawan,kol-kurniawansetiawan,instagram,ig-kol,349629,https://www.instagram.com/kurniawansetiawan,Bogor,7.54,7.31,12206,396,3.19,585.78,279246307,partner exclusif
840975986617199,Rian,kol-rian,instagram,ig-kol,1496352,https://www.instagram.com/rian,Kendari,7.12,8.39,134663,9306,2.1,312.02,279919403,partner exclusif
433248765441579,Bayu Setiawan,kol-bayusetiawan,facebook,fb-kol,7458,https://www.facebook.com/bayusetiawan,Makassar,11.97,9.48,755,27,4.55,546.79,781068,partner exclusif
664386042337388,Satria,kol-satria,facebook,fb-kol,610226,https://www.facebook.com/satria,Tangerang,10.55,4.11,23170,1259,2.37,86.76,241344999,partner exclusif
788513518801882,Sandi Sari,kol-sandisari,facebook,fb-kol,8051,https://www.facebook.com/sandisari,Batam,9.93,4.19,247,15,0.95,111.06,2207796,partner exclusif
945382800087222,Ani,kol-ani,instagram,ig-kol,3840,https://www.instagram.com/ani,Yogyakarta,5.62,6.07,265,16,1.22,283.05,2371093,partner exclusif
433246831568366,Hendra,kol-hendra,facebook,fb-kol,109,https://www.facebook.com/hendra,Padang,10.95,9.78,9,0,1.27,479.15,210148,influencer
788866676924307,Meli Setiawan,kol-melisetiawan,instagram,ig-kol,1782256,https://www.instagram.com/melisetiawan,Binjai,7.72,12.95,140539,8807,4.46,165.25,105492676,partner exclusif
347759986228483,Joko,kol-joko,facebook,fb-kol,55642,https://www.facebook.com/joko,Yogyakarta,5.76,14.12,5396,205,0.86,387.72,21731696,partner exclusif
181245943774616,Ria,kol-ria,facebook,fb-kol,32357,https://www.facebook.com/ria,Bengkulu,11.34,1.25,450,23,4.34,216.63,13011157,partner exclusif
401303816626313,Naufal Yuliana,kol-naufalyuliana,tiktok,tiktok-kol,30102,https://www.tiktok.com/@naufalyuliana,Jayapura,1.99,11.82,3643,101,2.17,246.23,17395705,partner exclusif
719802920517736,Fitri Pratama,kol-fitripratama,instagram,ig-kol,1200520,https://www.instagram.com/fitripratama,Mataram,5.53,7.9,77703,3576,3.44,62.95,288162676,partner exclusif
141567485627467,Teguh,kol-teguh,facebook,fb-kol,394618,https://www.facebook.com/teguh,Mamuju,0.67,1.91,5694,156,1.27,415.16,135324241,partner exclusif
710571229240102,Kurniawan,kol-kurniawan,tiktok,tiktok-kol,22780,https://www.tiktok.com/@kurniawan,Kendari,10.93,10.39,1857,63,0.07,35.18,6705446,partner exclusif
431448644811798,Vina Tasya,kol-vinatasya,tiktok,tiktok-kol,110,https://www.tiktok.com/@vinatasya,Makassar,1.75,9.78,7,1,4.78,146.35,434338,influencer
914023767559635,Made,kol-made,facebook,fb-kol,82754,https://www.facebook.com/made,Jayapura,2.26,5.82,3308,72,3.43,499.89,7384065,partner exclusif
888042902642484,Made,kol-made,instagram,ig-kol,71555,https://www.instagram.com/made,Prabumulih,7.73,2.4,1822,134,3.07,-12.78,8265608,partner exclusif
352693024564671,Ria Sulaiman,kol-riasulaiman,facebook,fb-kol,64592,https://www.facebook.com/riasulaiman,Mamuju,1.32,6.3,3441,69,0.46,354.61,23772413,partner exclusif
311828137066184,Agus Halim,kol-agushalim,facebook,fb-kol,1406236,https://www.facebook.com/agushalim,Palembang,3.57,7.93,107241,2439,0.83,67.08,244693353,partner exclusif
166384662332816,Oki Prasetyo,kol-okiprasetyo,tiktok,tiktok-kol,23958,https://www.tiktok.com/@okiprasetyo,Depok,5.25,8.86,2419,162,4.55,408.93,8826736,partner exclusif
563134564782885,Dina,kol-dina,facebook,fb-kol,147598,https://www.facebook.com/dina,Yogyakarta,6.69,3.42,2866,180,3.44,551.14,96227591,partner exclusif
708187875277269,Lukman Septian,kol-lukmanseptian,tiktok,tiktok-kol,724,https://www.tiktok.com/@lukmanseptian,Banten,9.03,2.58,12,0,4.2,408.17,204738,influencer
767567921611534,Vina,kol-vina,instagram,ig-kol,1425862,https://www.instagram.com/vina,Mamuju,0.74,11.21,89905,6485,4.3,254.7,146090426,partner exclusif
837507595715438,Maya Nasution,kol-mayanasution,instagram,ig-kol,106,https://www.instagram.com/mayanasution,Tarakan,5.65,14.07,6,0,2.99,459.67,377872,influencer
920837127057554,Putri Wibowo,kol-putriwibowo,facebook,fb-kol,19129,https://www.facebook.com/putriwibowo,Tarakan,11.96,12.39,2808,58,3.35,256.31,24550815,partner exclusif
828874806070012,Farah,kol-farah,tiktok,tiktok-kol,1197533,https://www.tiktok.com/@farah,Palu,2.09,14.35,142697,2917,0.34,395.61,139447526,partner exclusif
183526629380127,Satria,kol-satria,instagram,ig-kol,4666,https://www.instagram.com/satria,Lhokseumawe,7.6,6.61,128,8,2.68,377.68,765237,partner exclusif
502772981162165,Siska Septian,kol-siskaseptian,facebook,fb-kol,61209,https://www.facebook.com/siskaseptian,Probolinggo,11.49,0.37,249,7,0.22,335.09,16223187,partner exclusif
261693463553340,Sandi,kol-sandi,facebook,fb-kol,9636,https://www.facebook.com/sandi,Mataram,6.64,4.5,197,5,3.63,282.06,1887689,partner exclusif
516881528000505,Iwan Prasetyo,kol-iwanprasetyo,facebook,fb-kol,7512,https://www.facebook.com/iwanprasetyo,Batam,10.1,2.19,162,12,2.32,202.42,1781241,partner exclusif
250302996711558,Tasya,kol-tasya,facebook,fb-kol,1321,https://www.facebook.com/tasya,Manado,10.74,8.19,100,3,1.97,532.69,2972964,partner exclusif
540937588251636,Rendy,kol-rendy,tiktok,tiktok-kol,873,https://www.tiktok.com/@rendy,Cirebon,5.9,1.13,7,0,1.04,542.79,239399,influencer
206213712874421,Pandu Ruslan,kol-panduruslan,tiktok,tiktok-kol,16631,https://www.tiktok.com/@panduruslan,Jambi,4.3,13.04,1712,84,3.03,291.14,7663002,partner exclusif
650762049818678,Siti Kusuma,kol-sitikusuma,facebook,fb-kol,35294,https://www.facebook.com/sitikusuma,Tasikmalaya,1.7,7.79,3059,88,0.84,551.92,20335584,partner exclusif
786195857069509,Teguh,kol-teguh,facebook,fb-kol,88869,https://www.facebook.com/teguh,Prabumulih,11.08,9.03,3652,156,0.67,-9.73,20539282,partner exclusif
242828417751066,Lina Nasution,kol-linanasution,tiktok,tiktok-kol,100134,https://www.tiktok.com/@linanasution,Palu,5.2,14.09,11085,733,1.76,478.87,77461366,partner exclusif
551549573181279,Vina Kusuma,kol-vinakusuma,instagram,ig-kol,63452,https://www.instagram.com/vinakusuma,Bengkulu,3.12,12.85,6024,253,1.39,401.98,9834825,partner exclusif
402003965759864,Eko,kol-eko,facebook,fb-kol,43746,https://www.facebook.com/eko,TanjungPinang,8.25,0.97,302,18,4.02,490.42,18826573,partner exclusif
902364207957553,Sandi,kol-sandi,instagram,ig-kol,688,https://www.instagram.com/sandi,Jakarta,9.43,7.76,51,3,3.37,203.04,393418,influencer
885695779445010,Nina Grace,kol-ninagrace,instagram,ig-kol,29696,https://www.instagram.com/ninagrace,Pekanbaru,3.21,6.23,898,22,1.48,567.15,20223043,partner exclusif
513251791722228,Yudha,kol-yudha,instagram,ig-kol,1286473,https://www.instagram.com/yudha,Semarang,6.25,0.34,4662,163,0.47,397.69,208606030,partner exclusif
985217537154903,Maya Dewi,kol-mayadewi,facebook,fb-kol,1290735,https://www.facebook.com/mayadewi,Batam,5.96,0.3,4204,326,4.24,210.14,194338162,partner exclusif
329314473445968,Naufal,kol-naufal,instagram,ig-kol,2278,https://www.instagram.com/naufal,Madiun,0.2,10.18,163,4,1.81,514.34,1284974,partner exclusif
577355360846433,Ayuni Maulana,kol-ayunimaulana,instagram,ig-kol,697,https://www.instagram.com/ayunimaulana,Mamuju,9.62,11.13,60,1,2.11,63.37,495324,influencer
747832611836580,Yuli Wijaya,kol-yuliwijaya,instagram,ig-kol,537747,https://www.instagram.com/yuliwijaya,BandaAceh,11.56,3.14,14533,857,0.88,463.79,215647715,partner exclusif
941076970110850,Joko Hidayat,kol-jokohidayat,facebook,fb-kol,1791,https://www.facebook.com/jokohidayat,Binjai,3.28,9.74,108,5,4.32,205.16,2961719,partner exclusif
806834952496156,Lina Lia,kol-linalia,facebook,fb-kol,465,https://www.facebook.com/linalia,Binjai,7.89,13.3,40,1,1.43,368.42,118827,influencer
